图片名称	文本描述	相似度	图片路径	Prompts文件
plate_heavily_dirty_00133	drt_tableware, a modern plate with bold geometric ...	1.0000	datasets/synthetic/plate_heavily_dirty_00133.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00028	drt_tableware, a minimalist grey ceramic side plat...	1.0000	datasets/synthetic/plate_heavily_dirty_00028.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00369	drt_tableware, a plate with a hand-thrown, artisan...	1.0000	datasets/synthetic/plate_heavily_dirty_00369.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00267	drt_tableware, a pastel pink dessert plate, with a...	1.0000	datasets/synthetic/plate_heavily_dirty_00267.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00428	drt_tableware, a plate featuring a classic damask ...	1.0000	datasets/synthetic/plate_heavily_dirty_00428.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00431	drt_tableware, a metallic-finish decorative plate,...	1.0000	datasets/synthetic/plate_heavily_dirty_00431.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00368	drt_tableware, a translucent bone china plate, wit...	1.0000	datasets/synthetic/plate_heavily_dirty_00368.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00108	drt_tableware, a porcelain plate with a gold rim, ...	1.0000	datasets/synthetic/plate_heavily_dirty_00108.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00030	drt_tableware, a glossy red charger plate, with a ...	1.0000	datasets/synthetic/plate_heavily_dirty_00030.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00006	drt_tableware, plate with a galaxy-themed reactive...	1.0000	datasets/synthetic/plate_heavily_dirty_00006.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00062	drt_tableware, a plate with an abstract ink wash d...	1.0000	datasets/synthetic/plate_heavily_dirty_00062.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00215	drt_tableware, a square matte black slate platter,...	1.0000	datasets/synthetic/plate_heavily_dirty_00215.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00420	drt_tableware, a plate with an impression of a fos...	1.0000	datasets/synthetic/plate_heavily_dirty_00420.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00050	drt_tableware, a metallic-finish decorative plate,...	1.0000	datasets/synthetic/plate_heavily_dirty_00050.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00290	drt_tableware, a plate with a rustic, unglazed rim...	1.0000	datasets/synthetic/plate_heavily_dirty_00290.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00320	drt_tableware, a plate with a Japanese-style wave ...	1.0000	datasets/synthetic/plate_heavily_dirty_00320.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00200	drt_tableware, a traditional enamel plate with a b...	1.0000	datasets/synthetic/plate_heavily_dirty_00200.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00190	drt_tableware, a polished copper charger plate, wi...	1.0000	datasets/synthetic/plate_heavily_dirty_00190.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00222	drt_tableware, a minimalist plate with a single bl...	1.0000	datasets/synthetic/plate_heavily_dirty_00222.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00008	drt_tableware, a plate with a retro 70s-style patt...	1.0000	datasets/synthetic/plate_heavily_dirty_00008.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00279	drt_tableware, a rustic plate with a raw, unfinish...	1.0000	datasets/synthetic/plate_heavily_dirty_00279.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00289	drt_tableware, a plate with a shiny, mirror-like c...	1.0000	datasets/synthetic/plate_heavily_dirty_00289.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00282	drt_tableware, an iridescent glass plate that shim...	1.0000	datasets/synthetic/plate_heavily_dirty_00282.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00253	drt_tableware, an antique plate with a crackle gla...	1.0000	datasets/synthetic/plate_heavily_dirty_00253.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00174	drt_tableware, a plate with a subtle, textured sur...	1.0000	datasets/synthetic/plate_heavily_dirty_00174.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00047	drt_tableware, a handcrafted plate with an irregul...	1.0000	datasets/synthetic/plate_heavily_dirty_00047.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00045	drt_tableware, a plate with a detailed bird illust...	1.0000	datasets/synthetic/plate_heavily_dirty_00045.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00116	drt_tableware, a plate with an impression of a fos...	1.0000	datasets/synthetic/plate_heavily_dirty_00116.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00342	drt_tableware, a square plate with rounded corners...	1.0000	datasets/synthetic/plate_heavily_dirty_00342.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00020	drt_tableware, a plate with a subtle marble vein p...	1.0000	datasets/synthetic/plate_heavily_dirty_00020.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00238	drt_tableware, a lightweight bamboo eco-friendly p...	1.0000	datasets/synthetic/plate_heavily_dirty_00238.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00051	drt_tableware, a plate with a hand-thrown, artisan...	1.0000	datasets/synthetic/plate_heavily_dirty_00051.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00410	drt_tableware, a plate with a Japanese-style wave ...	1.0000	datasets/synthetic/plate_heavily_dirty_00410.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00270	drt_tableware, a heavy cast iron serving platter, ...	1.0000	datasets/synthetic/plate_heavily_dirty_00270.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00228	drt_tableware, an earthenware plate with a terraco...	1.0000	datasets/synthetic/plate_heavily_dirty_00228.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00057	drt_tableware, a porcelain plate with cherry bloss...	1.0000	datasets/synthetic/plate_heavily_dirty_00057.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00146	drt_tableware, a plate with a Japanese kintsugi re...	1.0000	datasets/synthetic/plate_heavily_dirty_00146.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00054	drt_tableware, a blue and white checkered pattern ...	1.0000	datasets/synthetic/plate_heavily_dirty_00054.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00124	drt_tableware, a plate with a subtle concentric ci...	1.0000	datasets/synthetic/plate_heavily_dirty_00124.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00096	drt_tableware, a high-gloss white porcelain plate,...	1.0000	datasets/synthetic/plate_heavily_dirty_00096.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00149	drt_tableware, a traditional enamel plate with a b...	1.0000	datasets/synthetic/plate_heavily_dirty_00149.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00141	drt_tableware, a metallic-finish decorative plate,...	1.0000	datasets/synthetic/plate_heavily_dirty_00141.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00237	drt_tableware, a cream-colored plate with a brown ...	1.0000	datasets/synthetic/plate_heavily_dirty_00237.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00277	drt_tableware, a heavy, durable melamine plate, wi...	1.0000	datasets/synthetic/plate_heavily_dirty_00277.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00350	drt_tableware, a heavy, grooved stoneware plate, w...	1.0000	datasets/synthetic/plate_heavily_dirty_00350.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00274	drt_tableware, a lightweight bamboo eco-friendly p...	1.0000	datasets/synthetic/plate_heavily_dirty_00274.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00122	drt_tableware, a plate with an intricate lace patt...	1.0000	datasets/synthetic/plate_heavily_dirty_00122.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00170	drt_tableware, a minimalist plate with a single bl...	1.0000	datasets/synthetic/plate_heavily_dirty_00170.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00345	drt_tableware, a square sushi plate made of bamboo...	1.0000	datasets/synthetic/plate_heavily_dirty_00345.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00125	drt_tableware, a metallic-finish decorative plate,...	1.0000	datasets/synthetic/plate_heavily_dirty_00125.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00130	drt_tableware, a round white ceramic dinner plate,...	1.0000	datasets/synthetic/plate_heavily_dirty_00130.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00354	drt_tableware, a plate with a single, off-center b...	1.0000	datasets/synthetic/plate_heavily_dirty_00354.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00074	drt_tableware, a shallow pasta plate with a wide r...	1.0000	datasets/synthetic/plate_heavily_dirty_00074.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00118	drt_tableware, a plate with a Japanese-style wave ...	1.0000	datasets/synthetic/plate_heavily_dirty_00118.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00260	drt_tableware, a heavy, durable melamine plate, wi...	1.0000	datasets/synthetic/plate_heavily_dirty_00260.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00150	drt_tableware, a vintage plate with a delicate flo...	1.0000	datasets/synthetic/plate_heavily_dirty_00150.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00385	drt_tableware, an iridescent glass plate that shim...	1.0000	datasets/synthetic/plate_heavily_dirty_00385.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00273	drt_tableware, a translucent bone china plate, wit...	1.0000	datasets/synthetic/plate_heavily_dirty_00273.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00382	drt_tableware, a plate with a playful cartoon char...	1.0000	datasets/synthetic/plate_heavily_dirty_00382.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00210	drt_tableware, a leaf-shaped ceramic serving dish,...	1.0000	datasets/synthetic/plate_heavily_dirty_00210.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00175	drt_tableware, a rough-textured earthenware plate,...	1.0000	datasets/synthetic/plate_heavily_dirty_00175.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00440	drt_tableware, a plate with a bold, colorful pop-a...	1.0000	datasets/synthetic/plate_heavily_dirty_00440.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00172	drt_tableware, a cream-colored plate with a brown ...	1.0000	datasets/synthetic/plate_heavily_dirty_00172.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00082	drt_tableware, a plate with a raised-dot border, w...	1.0000	datasets/synthetic/plate_heavily_dirty_00082.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00397	drt_tableware, a sea-green ceramic plate, with a s...	1.0000	datasets/synthetic/plate_heavily_dirty_00397.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00115	drt_tableware, a sea-green ceramic plate, with a b...	1.0000	datasets/synthetic/plate_heavily_dirty_00115.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00302	drt_tableware, a plate with a honeycomb texture, w...	1.0000	datasets/synthetic/plate_heavily_dirty_00302.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00263	drt_tableware, a heavyweight, restaurant-quality w...	1.0000	datasets/synthetic/plate_heavily_dirty_00263.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00139	drt_tableware, a plate made from recycled glass, w...	1.0000	datasets/synthetic/plate_heavily_dirty_00139.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00219	drt_tableware, a lightweight bamboo eco-friendly p...	1.0000	datasets/synthetic/plate_heavily_dirty_00219.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00308	drt_tableware, a bright yellow plastic picnic plat...	1.0000	datasets/synthetic/plate_heavily_dirty_00308.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00400	drt_tableware, a plate with a bold, colorful pop-a...	1.0000	datasets/synthetic/plate_heavily_dirty_00400.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00388	drt_tableware, a plate with a hand-painted striped...	1.0000	datasets/synthetic/plate_heavily_dirty_00388.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00094	drt_tableware, a deep-dish pizza plate, with a sou...	1.0000	datasets/synthetic/plate_heavily_dirty_00094.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00365	drt_tableware, a plate with a subtle, textured sur...	1.0000	datasets/synthetic/plate_heavily_dirty_00365.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00229	drt_tableware, a sky blue ceramic plate, with a so...	1.0000	datasets/synthetic/plate_heavily_dirty_00229.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00315	drt_tableware, a plate with a hand-painted striped...	1.0000	datasets/synthetic/plate_heavily_dirty_00315.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00317	drt_tableware, a plate with a turquoise crackle gl...	1.0000	datasets/synthetic/plate_heavily_dirty_00317.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00246	drt_tableware, a polished marble cheese plate, wit...	1.0000	datasets/synthetic/plate_heavily_dirty_00246.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00046	drt_tableware, a solid mustard yellow plate, with ...	1.0000	datasets/synthetic/plate_heavily_dirty_00046.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00423	drt_tableware, an antique plate with a crackle gla...	1.0000	datasets/synthetic/plate_heavily_dirty_00423.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00059	drt_tableware, a plate with a detailed bird illust...	1.0000	datasets/synthetic/plate_heavily_dirty_00059.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00138	drt_tableware, a slate grey, rectangular serving p...	1.0000	datasets/synthetic/plate_heavily_dirty_00138.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00144	drt_tableware, a minimalist beige stoneware plate,...	1.0000	datasets/synthetic/plate_heavily_dirty_00144.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00430	drt_tableware, an octagonal-shaped plate, with a b...	1.0000	datasets/synthetic/plate_heavily_dirty_00430.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00356	drt_tableware, a plate with a watercolor floral de...	1.0000	datasets/synthetic/plate_heavily_dirty_00356.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00029	drt_tableware, a heavyweight, restaurant-quality w...	1.0000	datasets/synthetic/plate_heavily_dirty_00029.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00176	drt_tableware, a vintage plate with a delicate flo...	1.0000	datasets/synthetic/plate_heavily_dirty_00176.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00043	drt_tableware, a leaf-shaped ceramic serving dish,...	1.0000	datasets/synthetic/plate_heavily_dirty_00043.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00014	drt_tableware, a plate featuring a classic damask ...	1.0000	datasets/synthetic/plate_heavily_dirty_00014.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00085	drt_tableware, a solid mustard yellow plate, with ...	1.0000	datasets/synthetic/plate_heavily_dirty_00085.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00371	drt_tableware, a large, oval-shaped fish platter, ...	1.0000	datasets/synthetic/plate_heavily_dirty_00371.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00227	drt_tableware, a plate with a playful cartoon char...	1.0000	datasets/synthetic/plate_heavily_dirty_00227.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00011	drt_tableware, a porcelain plate with cherry bloss...	1.0000	datasets/synthetic/plate_heavily_dirty_00011.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00346	drt_tableware, a charcoal-colored stone plate, wit...	1.0000	datasets/synthetic/plate_heavily_dirty_00346.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00401	drt_tableware, a plate with a honeycomb texture, w...	1.0000	datasets/synthetic/plate_heavily_dirty_00401.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00264	drt_tableware, a matte grey stoneware plate with a...	1.0000	datasets/synthetic/plate_heavily_dirty_00264.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00366	drt_tableware, a plate with an abstract ink wash d...	1.0000	datasets/synthetic/plate_heavily_dirty_00366.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00064	drt_tableware, a traditional enamel plate with a b...	1.0000	datasets/synthetic/plate_heavily_dirty_00064.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00103	drt_tableware, a vintage tin plate with a faded ad...	1.0000	datasets/synthetic/plate_heavily_dirty_00103.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00311	drt_tableware, a plate with a hand-thrown, artisan...	1.0000	datasets/synthetic/plate_heavily_dirty_00311.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00223	drt_tableware, a bright yellow plastic picnic plat...	1.0000	datasets/synthetic/plate_heavily_dirty_00223.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00189	drt_tableware, a metallic-finish decorative plate,...	1.0000	datasets/synthetic/plate_heavily_dirty_00189.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00044	drt_tableware, a bright yellow plastic picnic plat...	1.0000	datasets/synthetic/plate_heavily_dirty_00044.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00312	drt_tableware, a charcoal-colored stone plate, wit...	1.0000	datasets/synthetic/plate_heavily_dirty_00312.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00194	drt_tableware, a fine bone china plate with a tran...	1.0000	datasets/synthetic/plate_heavily_dirty_00194.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00026	drt_tableware, a polished marble cheese plate, wit...	1.0000	datasets/synthetic/plate_heavily_dirty_00026.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00019	drt_tableware, a simple glass plate with a beveled...	1.0000	datasets/synthetic/plate_heavily_dirty_00019.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00089	drt_tableware, a rough-textured earthenware plate,...	1.0000	datasets/synthetic/plate_heavily_dirty_00089.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00328	drt_tableware, a plate with a watercolor floral de...	1.0000	datasets/synthetic/plate_heavily_dirty_00328.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00307	drt_tableware, a high-gloss white porcelain plate,...	1.0000	datasets/synthetic/plate_heavily_dirty_00307.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00437	drt_tableware, a stark white, square minimalist pl...	1.0000	datasets/synthetic/plate_heavily_dirty_00437.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00003	drt_tableware, a solid cobalt blue glass plate, wi...	1.0000	datasets/synthetic/plate_heavily_dirty_00003.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00224	drt_tableware, a plate with a bold, colorful pop-a...	1.0000	datasets/synthetic/plate_heavily_dirty_00224.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00023	drt_tableware, a simple glass plate with a beveled...	1.0000	datasets/synthetic/plate_heavily_dirty_00023.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00072	drt_tableware, a blue and white checkered pattern ...	1.0000	datasets/synthetic/plate_heavily_dirty_00072.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00377	drt_tableware, a high-gloss white porcelain plate,...	1.0000	datasets/synthetic/plate_heavily_dirty_00377.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00111	drt_tableware, a textured linen-finish ceramic pla...	1.0000	datasets/synthetic/plate_heavily_dirty_00111.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00088	drt_tableware, a plate with a bold, colorful pop-a...	1.0000	datasets/synthetic/plate_heavily_dirty_00088.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00166	drt_tableware, a pastel pink dessert plate, with a...	1.0000	datasets/synthetic/plate_heavily_dirty_00166.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00192	drt_tableware, a large, oval-shaped fish platter, ...	1.0000	datasets/synthetic/plate_heavily_dirty_00192.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00102	drt_tableware, a round white ceramic dinner plate,...	1.0000	datasets/synthetic/plate_heavily_dirty_00102.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00171	drt_tableware, a plate with a subtle marble vein p...	1.0000	datasets/synthetic/plate_heavily_dirty_00171.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00295	drt_tableware, a high-gloss white porcelain plate,...	1.0000	datasets/synthetic/plate_heavily_dirty_00295.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00236	drt_tableware, a plate with a matte, velvety textu...	1.0000	datasets/synthetic/plate_heavily_dirty_00236.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00143	drt_tableware, a speckled off-white stoneware plat...	1.0000	datasets/synthetic/plate_heavily_dirty_00143.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00405	drt_tableware, a heavy, grooved stoneware plate, w...	1.0000	datasets/synthetic/plate_heavily_dirty_00405.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00101	drt_tableware, a lustrous pearl-finish plate, with...	1.0000	datasets/synthetic/plate_heavily_dirty_00101.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00061	drt_tableware, a plate featuring a classic damask ...	1.0000	datasets/synthetic/plate_heavily_dirty_00061.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00432	drt_tableware, a plate with a subtle marble vein p...	1.0000	datasets/synthetic/plate_heavily_dirty_00432.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00007	drt_tableware, a slate grey, rectangular serving p...	1.0000	datasets/synthetic/plate_heavily_dirty_00007.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00256	drt_tableware, a translucent bone china plate, wit...	1.0000	datasets/synthetic/plate_heavily_dirty_00256.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00107	drt_tableware, a simple, elegant ivory-colored pla...	1.0000	datasets/synthetic/plate_heavily_dirty_00107.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00159	drt_tableware, a plate with a single, elegant mono...	1.0000	datasets/synthetic/plate_heavily_dirty_00159.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00450	drt_tableware, an amber-colored glass plate, with ...	1.0000	datasets/synthetic/plate_heavily_dirty_00450.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00153	drt_tableware, a plate with a scalloped edge, with...	1.0000	datasets/synthetic/plate_heavily_dirty_00153.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00434	drt_tableware, a polished copper charger plate, wi...	1.0000	datasets/synthetic/plate_heavily_dirty_00434.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00393	drt_tableware, a large, rustic stoneware serving p...	1.0000	datasets/synthetic/plate_heavily_dirty_00393.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00184	drt_tableware, a porcelain plate with a gold rim, ...	1.0000	datasets/synthetic/plate_heavily_dirty_00184.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00110	drt_tableware, a modern plate with bold geometric ...	1.0000	datasets/synthetic/plate_heavily_dirty_00110.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00269	drt_tableware, a plate with a single, off-center b...	1.0000	datasets/synthetic/plate_heavily_dirty_00269.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00326	drt_tableware, a plate with a single, off-center b...	1.0000	datasets/synthetic/plate_heavily_dirty_00326.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
plate_heavily_dirty_00283	drt_tableware, a plate with a scalloped edge, with...	1.0000	datasets/synthetic/plate_heavily_dirty_00283.png	output/plate/heavily_dirty/plate_heavily_dirty_prompts.txt
